Sentence #,Word,POS,Tag
,code,NN,O
,written,VBN,O
,in,IN,O
,C,NNP,O
,.,.,O
Sentence: 3641,Like,IN,O
,other,JJ,O
,commercial,JJ,O
,Trojan,NNP,O
,",",",",O
,Pandemiya,NNP,O
,infect,VBP,O
,the,DT,O
,machines,NNS,O
,through,IN,O
,exploit,JJ,O
,kits,NNS,O
,and,CC,O
,via,IN,O
,drive-by,JJ,O
,download,NN,O
,attacks,NNS,O
,to,TO,O
,boost,VB,O
,infection,NN,O
,rate,NN,O
,that,IN,O
,exploit,VBZ,O
,flaws,NNS,O
,in,IN,O
,the,DT,O
,vulnerable,JJ,O
,software,NN,O
,such,JJ,O
,as,IN,O
,Java,NNP,O
,",",",",O
,Silverlight,NNP,O
,and,CC,O
,Flash,NNP,O
,within,IN,O
,few,JJ,O
,seconds,NNS,O
,victim,VBP,O
,lands,NNS,O
,on,IN,O
,the,DT,O
,web,JJ,O
,page,NN,O
,.,.,O
Sentence: 3642,Pandemiya,NNP,O
,,NNP,O
,s,VBD,O
,coding,VBG,O
,quality,NN,O
,is,VBZ,O
,quite,RB,O
,interesting,JJ,O
,",",",",O
,and,CC,O
,contrary,JJ,O
,to,TO,O
,recent,JJ,O
,trends,NNS,O
,in,IN,O
,malware,NN,O
,development,NN,O
,",",",",O
,it,PRP,O
,is,VBZ,O
,not,RB,O
,based,VBN,O
,on,IN,O
,Zeus,NNP,B-MAL
,source,NN,O
,code,NN,O
,at,IN,O
,all,DT,O
,",",",",O
,unlike,IN,O
,Citadel,NNP,O
,/,NNP,O
,Ice,NNP,O
,IX,NNP,O
,",",",",O
,etc,NN,O
,.,.,O
,",",",",O
,,JJ,O
,researchers,NNS,O
,from,IN,O
,RSA,NNP,O
,",",",",O
,the,DT,O
,security,NN,O
,division,NN,O
,of,IN,O
,EMC,NNP,O
,",",",",O
,said,VBD,O
,Tuesday,NNP,O
,in,IN,O
,a,DT,O
,blog,NN,O
,post,NN,O
,.,.,O
Sentence: 3643,,NN,O
,Through,IN,O
,our,PRP$,O
,research,NN,O
,",",",",O
,we,PRP,O
,found,VBD,O
,out,RP,O
,that,IN,O
,the,DT,O
,author,NN,O
,of,IN,O
,Pandemiya,NNP,O
,spent,VBD,O
,close,RB,O
,to,TO,O
,a,DT,O
,year,NN,O
,of,IN,O
,coding,VBG,O
,the,DT,O
,application,NN,O
,",",",",O
,and,CC,O
,that,IN,O
,it,PRP,O
,consists,VBZ,O
,of,IN,O
,more,JJR,O
,than,IN,O
,"25,000",CD,O
,lines,NNS,O
,of,IN,O
,original,JJ,O
,code,NN,O
,in,IN,O
,C,NNP,O
,.,.,O
Sentence: 3644,Pandemiya,NNP,O
,Trojan,NNP,O
,using,VBG,O
,Windows,NNP,O
,CreateProcess,NNP,O
,API,NNP,O
,to,TO,O
,inject,VB,O
,itself,PRP,O
,into,IN,O
,every,DT,O
,new,JJ,O
,process,NN,O
,that,WDT,O
,is,VBZ,O
,initiated,VBN,O
,",",",",O
,including,VBG,O
,Explorer.exe,NNP,O
,and,CC,O
,re-injects,NNS,O
,itself,PRP,O
,when,WRB,O
,needed,VBN,O
,.,.,O
Sentence: 3645,Pandemiya,NNP,O
,is,VBZ,O
,being,VBG,O
,sold,VBN,O
,for,IN,O
,as,RB,O
,much,JJ,O
,as,IN,O
,"$2,000",NN,O
,USD,NNP,O
,and,CC,O
,provides,VBZ,O
,all,PDT,O
,the,DT,O
,nasty,JJ,O
,features,NNS,O
,including,VBG,O
,encrypted,JJ,O
,communication,NN,O
,with,IN,O
,command,NN,B-CAP
,and,CC,I-CAP
,control,NN,I-CAP
,servers,NNS,O
,in,IN,O
,an,DT,O
,effort,NN,O
,to,TO,O
,evade,VB,O
,detection.The,NN,O
,Trojan,NNP,O
,has,VBZ,O
,been,VBN,O
,designed,VBN,O
,with,IN,O
,modular,JJ,O
,architecture,NN,O
,to,TO,O
,load,VB,O
,more,JJR,O
,external,JJ,O
,plug-ins,NNS,O
,",",",",O
,which,WDT,O
,allows,VBZ,O
,hackers,NNS,O
,to,TO,O
,add,VB,O
,extra,JJ,O
,features,NNS,O
,simply,RB,O
,by,IN,O
,writing,VBG,O
,new,JJ,O
,DLL,NNP,O
,(,(,O
,dynamic,JJ,O
,link,VBP,O
,library,JJ,O
,),),O
,.,.,O
Sentence: 3646,The,DT,O
,extra,JJ,O
,plug-ins,NNS,O
,easily,RB,O
,add,VB,O
,capabilities,NNS,O
,to,TO,O
,the,DT,O
,Trojan,NNP,O
,,NNP,O
,s,VBD,O
,core,NN,O
,functionality,NN,O
,",",",",O
,that,IN,O
,,NNP,O
,s,VBD,O
,why,WRB,O
,the,DT,O
,developer,NN,O
,charge,NN,O
,an,DT,O
,extra,JJ,O
,of,IN,O
,$500,JJ,O
,USD,NNP,O
,to,TO,O
,get,VB,O
,the,DT,O
,core,NN,O
,application,NN,O
,as,RB,O
,well,RB,O
,as,IN,O
,its,PRP$,O
,plugins,NNS,O
,",",",",O
,which,WDT,O
,allows,VBZ,O
,cybercriminals,NNS,O
,to,TO,O
,open,VB,O
,reverse,NN,B-CAP
,proxies,NNS,I-CAP
,on,IN,O
,infected,JJ,O
,computers,NNS,O
,",",",",O
,to,TO,O
,steal,VB,B-BEH
,FTP,NNP,O
,credentials,NNS,O
,and,CC,O
,to,TO,O
,infect,VB,O
,executable,JJ,O
,files,NNS,O
,in,IN,O
,order,NN,O
,to,TO,O
,inject,VB,O
,the,DT,O
,malware,NN,O
,at,IN,O
,start,NN,O
,up,RB,O
,.,.,O
Sentence: 3647,The,DT,O
,advent,NN,O
,of,IN,O
,a,DT,O
,freshly,RB,O
,coded,VBN,O
,new,JJ,O
,trojan,NN,O
,malware,NN,O
,application,NN,O
,is,VBZ,O
,not,RB,O
,too,RB,O
,common,JJ,O
,in,IN,O
,the,DT,O
,underground,NN,O
,",",",",O
,,NNP,O
,Marcus,NNP,O
,writes,VBZ,O
,",",",",O
,adding,VBG,O
,that,IN,O
,the,DT,O
,modular,JJ,O
,approach,NN,O
,in,IN,O
,Pandemiya,NNP,O
,could,MD,O
,make,VB,O
,it,PRP,O
,,VB,O
,more,RBR,O
,pervasive,JJ,O
,in,IN,O
,the,DT,O
,near,JJ,O
,future,NN,O
,.,.,O
Sentence: 3648,The,DT,O
,malware,NN,O
,developers,NNS,O
,are,VBP,O
,also,RB,O
,working,VBG,O
,on,IN,O
,other,JJ,O
,new,JJ,O
,features,NNS,O
,to,TO,O
,add,VB,O
,reverse,JJ,O
,Remote,NNP,O
,Desktop,NNP,O
,Protocol,NNP,O
,connections,NNS,O
,and,CC,O
,a,DT,O
,Facebook,NNP,O
,attack,NN,O
,module,NN,O
,in,IN,O
,order,NN,O
,to,TO,O
,spread,VB,O
,the,DT,O
,Trojan,NNP,O
,through,IN,O
,hijacked,VBN,O
,Facebook,NNP,O
,accounts,NNS,O
,.,.,O
Sentence: 3649,The,DT,O
,Trojan,NNP,O
,can,MD,O
,be,VB,O
,easily,RB,O
,removed,VBN,O
,with,IN,O
,a,DT,O
,little,JJ,O
,modification,NN,O
,in,IN,O
,the,DT,O
,registry,NN,O
,and,CC,O
,command,NN,O
,line,NN,O
,action,NN,O
,",",",",O
,as,IN,O
,explained,VBN,O
,below,IN,O
,:,:,O
,Locate,VB,O
,the,DT,O
,registry,NN,O
,key,JJ,O
,HKEYOLOCALOUSER,NNP,O
,\,NNP,O
,Software,NNP,O
,\,NNP,O
,Microsoft,NNP,O
,\,NNP,O
,Windows,NNP,O
,\,NNP,O
,CurrentVersion,NNP,O
,\,NNP,O
,Run,NNP,O
,and,CC,O
,identify,VB,O
,the,DT,O
,*,NN,O
,.,.,O
,EXE,NNP,O
,filename,NN,O
,in,IN,O
,your,PRP$,O
,user,NN,O
,,NN,O
,s,NN,O
,,NNP,O
,Application,NNP,O
,Data,NNP,O
,,NNP,O
,folder,NN,O
,.,.,O
Sentence: 3650,Note,VB,O
,the,DT,O
,name,NN,O
,",",",",O
,and,CC,O
,delete,VB,O
,the,DT,O
,registry,NN,O
,value,NN,O
,.,.,O
Sentence: 3651,Locate,VB,O
,the,DT,O
,registry,NN,O
,key,JJ,O
,HKEYOLOCALOMACHINE,NNP,O
,\,NNP,O
,System,NNP,O
,\,NNP,O
,CurrentControlSet,NNP,O
,\,NNP,O
,Control,NNP,O
,\,NNP,O
,Session,NNP,O
,Manager,NNP,O
,\,NNP,O
,AppCertDlls,NNP,O
,.,.,O
Sentence: 3652,Find,IN,O
,the,DT,O
,value,NN,O
,with,IN,O
,the,DT,O
,same,JJ,O
,name,NN,O
,as,IN,O
,the,DT,O
,*,NN,O
,.,.,O
,EXE,NNP,O
,file,NN,O
,in,IN,O
,the,DT,O
,previous,JJ,O
,step,NN,O
,.,.,O
Sentence: 3653,Note,VB,O
,the,DT,O
,file,NN,O
,name,NN,O
,",",",",O
,and,CC,O
,remove,VB,O
,the,DT,O
,value,NN,O
,from,IN,O
,the,DT,O
,registry,NN,O
,.,.,O
Sentence: 3654,Reboot,NNP,O
,the,DT,O
,system,NN,O
,.,.,O
Sentence: 3655,At,IN,O
,this,DT,O
,stage,NN,O
,Pandemiya,NNP,O
,is,VBZ,O
,installed,VBN,O
,but,CC,O
,no,DT,O
,longer,RB,O
,running,VBG,O
,.,.,O
Sentence: 3656,Delete,NNP,O
,both,DT,O
,files,NNS,O
,noted,VBN,O
,earlier,RBR,O
,.,.,O
Sentence: 3657,This,DT,O
,will,MD,O
,remove,VB,O
,the,DT,O
,last,JJ,O
,traces,NNS,O
,of,IN,O
,the,DT,O
,Trojan,NNP,O
,.,.,O
Sentence: 3658,Your,PRP$,O
,system,NN,O
,is,VBZ,O
,now,RB,O
,clean,JJ,O
,.,.,O
Sentence: 3659,Zbot's,NNP,B-MAL
,success,NN,O
,rests,VBZ,O
,largely,RB,O
,on,IN,O
,its,PRP$,O
,makers,NNS,O
,',POS,O
,ability,NN,O
,to,TO,O
,take,VB,O
,advantage,NN,O
,of,IN,O
,fast-flux,JJ,B-CAP
,network,NN,O
,infrastructure,NN,O
,.,.,O
Sentence: 3660,As,IN,O
,attackers,NNS,O
,seek,VBP,O
,to,TO,O
,maximize,VB,O
,their,PRP$,O
,profits,NNS,O
,and,CC,O
,minimize,VB,O
,downtime,NN,O
,",",",",O
,fast,RB,B-CAP
,flux,JJ,I-CAP
,networks,NNS,O
,have,VBP,O
,grown,VBN,O
,into,IN,O
,a,DT,O
,pivotal,JJ,O
,technique,NN,O
,for,IN,O
,bad,JJ,O
,guys,NNS,O
,seeking,VBG,O
,to,TO,O
,evade,VB,O
,detection,NN,O
,.,.,O
Sentence: 3661,And,CC,O
,according,VBG,O
,to,TO,O
,a,DT,O
,new,JJ,O
,report,NN,O
,out,IN,O
,today,NN,O
,from,IN,O
,RiskAnalytics,NNP,O
,",",",",O
,there's,NN,O
,perhaps,RB,O
,no,DT,O
,better,JJR,O
,example,NN,O
,of,IN,O
,the,DT,O
,evolution,NN,O
,of,IN,O
,fast,JJ,B-CAP
,fluxing,VBG,I-CAP
,techniques,NNS,O
,than,IN,O
,the,DT,O
,architecture,NN,O
,that's,NN,O
,arisen,VBN,O
,through,IN,O
,the,DT,O
,highly,RB,O
,successful,JJ,O
,Zbot,NNP,B-MAL
,botnet,NN,O
,.,.,O
Sentence: 3662,Much,JJ,O
,like,IN,O
,businesses,NNS,O
,",",",",O
,it's,VB,O
,all,DT,O
,about,IN,O
,uptime,JJ,O
,and,CC,O
,making,VBG,O
,money,NN,O
,.,.,O
Sentence: 3663,For,IN,O
,the,DT,O
,criminals,NNS,O
,",",",",O
,this,DT,O
,is,VBZ,O
,the,DT,O
,evolution,NN,O
,of,IN,O
,that,DT,O
,",",",",O
Sentence: 3664,says,VBZ,O
,Wayne,NNP,O
,Crowder,NNP,O
,",",",",O
,director,NN,O
,of,IN,O
,threat,NN,O
,intelligence,NN,O
,for,IN,O
,RiskAnalytics,NNP,O
,",",",",O
,referring,VBG,O
,to,TO,O
,rise,VB,O
,of,IN,O
,Zbot,NNP,B-MAL
,in,IN,O
,the,DT,O
,underground,JJ,O
,economy,NN,O
,based,VBN,O
,on,IN,O
,its,PRP$,O
,effective,JJ,O
,fast-flux,JJ,B-CAP
,techniques,NNS,O
,.,.,O
Sentence: 3665,It's,NNP,O
,harder,NN,O
,to,TO,O
,take,VB,O
,down,RP,O
,",",",",O
,it's,JJ,O
,harder,NN,O
,to,TO,O
,track,VB,O
,and,CC,O
,to,TO,O
,control,VB,O
,",",",",O
,and,CC,O
,they're,VB,O
,all,DT,O
,about,IN,O
,using,VBG,O
,this,DT,O
,to,TO,O
,provide,VB,O
,uptime,JJ,O
,and,CC,O
,resources,NNS,O
,for,IN,O
,the,DT,O
,criminal,JJ,O
,services,NNS,O
,sold,VBN,O
,",",",",O
,ensuring,VBG,O
,a,DT,O
,higher-tier,JJ,O
,service,NN,O
,in,IN,O
,the,DT,O
,criminal,JJ,O
,underground,NN,O
,",",",",O
Sentence: 3666,he,PRP,O
,says,VBZ,O
,.,.,O
Sentence: 3667,Fast,NNP,B-CAP
,fluxing,NN,I-CAP
,is,VBZ,O
,a,DT,O
,means,NN,O
,of,IN,O
,upping,VBG,O
,the,DT,O
,frustration,NN,O
,of,IN,O
,security,NN,O
,team's,NN,O
,whack-a-mole,JJ,O
,hunt,NN,O
,for,IN,O
,malicious,JJ,O
,traffic,NN,O
,by,IN,O
,hiding,VBG,O
,the,DT,O
,infrastructure,NN,O
,that,WDT,O
,hosts,VBZ,O
,malware,NN,O
,",",",",O
,phishing,NN,O
,",",",",O
,and,CC,O
,other,JJ,O
,nasty,JJ,O
,sites,NNS,O
,on,IN,O
,a,DT,O
,constantly-changing,JJ,O
,rotation,NN,O
,of,IN,O
,compromised,JJ,O
,hosts,NNS,O
,acting,VBG,O
,as,IN,O
,proxies,NNS,O
,.,.,O
Sentence: 3668,The,DT,O
,technique,NN,O
,has,VBZ,O
,been,VBN,O
,around,IN,O
,for,IN,O
,years,NNS,O
,",",",",O
,but,CC,O
,Zbot,NNP,B-MAL
,has,VBZ,O
,taken,VBN,O
,it,PRP,O
,to,TO,O
,the,DT,O
,next,JJ,O
,level,NN,O
,in,IN,O
,the,DT,O
,advancement,NN,O
,of,IN,O
,techniques,NNS,O
,and,CC,O
,the,DT,O
,scope,NN,O
,at,IN,O
,which,WDT,O
,it,PRP,O
,runs,VBZ,O
,.,.,O
Sentence: 3669,Participating,VBG,O
,domains,NNS,O
,return,VB,O
,a,DT,O
,set,NN,O
,of,IN,O
,10,CD,O
,IP,NNP,O
,addresses,NNS,O
,for,IN,O
,each,DT,O
,query,NN,O
,with,IN,O
,a,DT,O
,varying,VBG,O
,DNS,NNP,O
,cache,NN,O
,time-to-live,JJ,O
,(,(,O
,TTL,NNP,O
,),),O
,of,IN,O
,less,JJR,O
,than,IN,O
,150,CD,O
,seconds,NNS,O
,",",",",O
,forcing,VBG,O
,the,DT,O
,addresses,NNS,O
,to,TO,O
,be,VB,O
,refreshed,VBN,O
,after,IN,O
,no,DT,O
,more,JJR,O
,than,IN,O
,two,CD,O
,and,CC,O
,a,DT,O
,half,NN,O
,minutes,NNS,O
,",",",",O
Sentence: 3670,explained,VBN,O
,Crowder,NNP,O
,and,CC,O
,his,PRP$,O
,report,NN,O
,co-author,NN,O
,Noah,NNP,O
,Dunker,NNP,O
,",",",",O
,director,NN,O
,of,IN,O
,security,NN,O
,labs,NN,O
,for,IN,O
,RiskAnalytics,NNPS,O
,.,.,O
Sentence: 3671,Over,IN,O
,time,NN,O
,",",",",O
,hundreds,NNS,O
,or,CC,O
,thousands,NNS,O
,of,IN,O
,IP,NNP,O
,addresses,NNS,O
,are,VBP,O
,used,VBN,O
,.,.,O
Sentence: 3672,This,DT,O
,technique,NN,O
,is,VBZ,O
,designed,VBN,O
,to,TO,O
,bypass,VB,B-BEH
,IP,NNP,I-BEH
,address,NN,I-BEH
,blocking,VBG,O
,solutions,NNS,O
,while,IN,O
,still,RB,O
,maintaining,VBG,O
,the,DT,O
,advantages,NNS,O
,of,IN,O
,a,DT,O
,highly-available,JJ,O
,network,NN,O
,.,.,O
Sentence: 3673, ,NN,O
Sentence: 3674,One,CD,O
,of,IN,O
,the,DT,O
,techniques,NNS,O
,that,WDT,O
,makes,VBZ,O
,Zbot,NNP,B-MAL
,so,RB,O
,notable,JJ,O
,is,VBZ,O
,its,PRP$,O
,use,NN,O
,of,IN,O
,double,JJ,O
,fast-fluxing,JJ,B-CAP
,",",",",O
,Dunker,NNP,O
,says,VBZ,O
,.,.,O
Sentence: 3675,I,PRP,O
,think,VBP,O
,what,WP,O
,really,RB,O
,caught,VBD,O
,my,PRP$,O
,attention,NN,O
,here,RB,O
,was,VBD,O
,that,IN,O
,not,RB,O
,only,RB,O
,did,VBD,O
,we,PRP,O
,have,VBP,O
,fast,VBN,B-CAP
,flux,NN,I-CAP
,",",",",O
,but,CC,O
,we,PRP,O
,had,VBD,O
,double,JJ,B-CAP
,flux,NN,I-CAP
,",",",",O
,which,WDT,O
,is,VBZ,O
,where,WRB,O
,the,DT,O
,authoritative,JJ,O
,DNS,NNP,O
,for,IN,O
,the,DT,O
,botnet,NN,O
,is,VBZ,O
,hosted,VBN,O
,inside,IN,O
,the,DT,O
,botnet,NN,O
,itself,PRP,O
,and,CC,O
,it,PRP,O
,is,VBZ,O
,also,RB,O
,a,DT,O
,moving,VBG,O
,target,NN,O
,",",",",O
Sentence: 3676,he,PRP,O
,says,VBZ,O
,.,.,O
Sentence: 3677,Additionally,RB,O
,",",",",O
,Zbot,NNP,B-MAL
,stands,VBZ,O
,out,RP,O
,in,IN,O
,its,PRP$,O
,makers,NNS,O
,',POS,O
,business,NN,O
,acumen,NNS,O
,and,CC,O
,their,PRP$,O
,ability,NN,O
,to,TO,O
,leverage,VB,O
,these,DT,O
,techniques,NNS,O
,to,TO,O
,build,VB,O
,out,RP,O
,its,PRP$,O
,level,NN,O
,of,IN,O
,services,NNS,O
,",",",",O
,making,VBG,O
,it,PRP,O
,a,DT,O
,nexus,NN,O
,of,IN,O
,crimeware,NN,O
,campaigns,NNS,O
,.,.,O
, ,NN,O
Sentence: 3678,We,PRP,O
,weren,VBP,O
,,JJ,O
,t,NN,O
,dealing,VBG,O
,with,IN,O
,a,DT,O
,single,JJ,O
,hostname,NN,O
,or,CC,O
,a,DT,O
,tiny,JJ,O
,group,NN,O
,of,IN,O
,hostnames,NNS,O
,or,CC,O
,the,DT,O
,same,JJ,O
,kind,NN,O
,of,IN,O
,behavior,NN,O
,on,IN,O
,this,DT,O
,fast,JJ,B-CAP
,flux,JJ,I-CAP
,botnet,NN,O
,",",",",O
Sentence: 3679,says,VBZ,O
,Dunker,NNP,O
,.,.,O
Sentence: 3680,We,PRP,O
,were,VBD,O
,running,VBG,O
,into,IN,O
,a,DT,O
,very,RB,O
,diverse,JJ,O
,list,NN,O
,of,IN,O
,products,NNS,O
,running,VBG,O
,on,IN,O
,this,DT,O
,.,.,O
Sentence: 3681,The,DT,O
,laundry,JJ,O
,list,NN,O
,included,VBD,O
,banking,NN,O
,Trojans,NNPS,O
,",",",",O
,carder,NN,O
,sites,NNS,O
,",",",",O
,ransomware,NN,O
,",",",",O
,spam,JJ,O
,sent,NN,O
,from,IN,O
,within,IN,O
,the,DT,O
,network,NN,O
,",",",",O
,click,NN,O
,fraud,NN,O
,",",",",O
,and,CC,O
,more,JJR,O
,.,.,O
Sentence: 3682,Overall,JJ,O
,",",",",O
,Dunker,NNP,O
,says,VBZ,O
,the,DT,O
,takeaway,NN,O
,for,IN,O
,security,NN,O
,professionals,NNS,O
,is,VBZ,O
,that,IN,O
,this,DT,O
,is,VBZ,O
,yet,RB,O
,another,DT,O
,sign,NN,O
,of,IN,O
,how,WRB,O
,the,DT,O
,criminals,NNS,O
,continue,VBP,O
,to,TO,O
,hone,VB,O
,their,PRP$,O
,trade,NN,O
,craft,NN,O
,.,.,O
Sentence: 3683,One,CD,O
,of,IN,O
,the,DT,O
,big,JJ,O
,takeaways,NNS,O
,is,VBZ,O
,that,IN,O
,the,DT,O
,criminals,NNS,O
,are,VBP,O
,not,RB,O
,relying,VBG,O
,on,IN,O
,the,DT,O
,old,JJ,O
,guard,NN,O
,of,IN,O
,bulletproof,NN,O
,hosting,VBG,O
,providers,NNS,O
,overseas,RB,O
,",",",",O
Sentence: 3684,he,PRP,O
,says,VBZ,O
,.,.,O
Sentence: 3685,They,PRP,O
,,VBP,O
,re,VBP,O
,building,VBG,O
,their,PRP$,O
,own,JJ,O
,networks,NNS,O
,from,IN,O
,scratch,NN,O
,with,IN,O
,these,DT,O
,botnet,NN,O
,tools,NNS,O
,.,.,O
Sentence: 3686,What,WP,O
,this,DT,O
,means,VBZ,O
,for,IN,O
,infosec,NN,O
,practices,NNS,O
,is,VBZ,O
,that,IN,O
,not,RB,O
,only,RB,O
,are,VBP,O
,the,DT,O
,networks,NNS,O
,resilient,NN,O
,",",",",O
,but,CC,O
,it,PRP,O
,is,VBZ,O
,lowering,VBG,O
,the,DT,O
,effectiveness,NN,O
,of,IN,O
,a,DT,O
,lot,NN,O
,of,IN,O
,endpoint,NN,O
,antivirus,NN,O
,solutions,NNS,O
,.,.,O
Sentence: 3687,We,PRP,O
,highlighted,VBD,O
,some,DT,O
,really,RB,O
,low,JJ,O
,detection,NN,O
,rates,NNS,O
,[,VBP,O
,in,IN,O
,the,DT,O
,report,NN,O
,],VBZ,O
,in,IN,O
,fact,NN,O
,some,DT,O
,[,VBP,O
,Zbot,NNP,O
,],NNP,O
,samples,NNS,O
,were,VBD,O
,completely,RB,O
,undetected,VBN,O
,on,IN,O
,the,DT,O
,first,JJ,O
,day,NN,O
,that,IN,O
,we,PRP,O
,saw,VBD,O
,the,DT,O
,samples,NNS,O
,.,.,O
Sentence: 3688,And,CC,O
,these,DT,O
,are,VBP,O
,things,NNS,O
,that,IN,O
,pull,VBP,O
,down,RP,O
,multiple,JJ,O
,different,JJ,O
,types,NNS,O
,of,IN,O
,malware,NN,O
,and,CC,O
,then,RB,O
,install,VB,O
,them,PRP,O
,on,IN,O
,the,DT,O
,infected,JJ,O
,computer,NN,O
,",",",",O
Sentence: 3689,he,PRP,O
,says,VBZ,O
,.,.,O
Sentence: 3690,Morphing,VBG,O
,and,CC,O
,rootkit,VB,O
,capabilities,NNS,O
,keep,VB,O
,it,PRP,O
,in,IN,O
,the,DT,O
,wild,NN,O
,.,.,O
Sentence: 3691,Neither,DT,O
,Tribune,NNP,O
,Publishing,NNP,O
,nor,CC,O
,The,DT,O
,Los,NNP,O
,Angeles,NNP,O
,Times,NNP,O
,said,VBD,O
,the,DT,O
,attack,NN,O
,was,VBD,O
,linked,VBN,O
,to,TO,O
,a,DT,O
,ransom,JJ,O
,demand,NN,O
,.,.,O
Sentence: 3692,The,DT,O
,banking,NN,O
,trojan,NN,O
,Zbot,NNP,B-MAL
,",",",",O
,which,WDT,O
,is,VBZ,O
,one,CD,O
,of,IN,O
,today's,NN,O
,most,RBS,O
,prevalent,JJ,O
,financially-motivated,JJ,O
,trojans,NNS,O
,",",",",O
,is,VBZ,O
,not,RB,O
,detected,VBN,O
,or,CC,O
,removed,VBN,O
,by,IN,O
,most,JJS,O
,anti-virus,JJ,O
,programs,NNS,O
,because,IN,O
,of,IN,O
,its,PRP$,O
,ability,NN,O
,to,TO,O
,morph,VB,B-CAP
,",",",",O
,according,VBG,O
,to,TO,O
,a,DT,O
,report,NN,O
,issued,VBN,O
,by,IN,O
,internet,JJ,O
,security,NN,O
,firm,NN,O
,Trusteer,NNP,O
,.,.,O
Sentence: 3693,A,DT,O
,study,NN,O
,of,IN,O
,"10,000",CD,O
,Zbot-infected,JJ,O
,computers,NNS,O
,conducted,VBN,O
,this,DT,O
,month,NN,O
,revealed,VBD,O
,that,IN,O
,a,DT,O
,majority,NN,O
,were,VBD,O
,running,VBG,O
,an,DT,O
,up-to-date,JJ,O
,AV,NNP,O
,program,NN,O
,",",",",O
,Mickey,NNP,O
,Boodaei,NNP,O
,",",",",O
,CEO,NNP,O
,and,CC,O
,founder,NN,O
,of,IN,O
,Trusteer,NNP,O
,",",",",O
,told,VBD,O
,SCMagazineUS.com,NNP,O
,.,.,O
,55,CD,O
,percent,NN,O
,of,IN,O
,Zbot-infected,JJ,O
,computers,NNS,O
,analysed,VBN,O
,were,VBD,O
,running,VBG,O
,up-to-date,JJ,O
,AV,NNP,O
,programs,NNS,O
,",",",",O
,31,CD,O
,percent,NN,O
,had,VBD,O
,no,DT,O
,AV,NNP,O
,",",",",O
,and,CC,O
,14,CD,O
,percent,NN,O
,had,VBD,O
,AV,NNP,O
,that,IN,O
,was,VBD,O
,current,JJ,O
,",",",",O
,researchers,NNS,O
,at,IN,O
,Trusteer,NNP,O
,found,VBD,O
,.,.,O
Sentence: 3694,Even,RB,O
,so,RB,O
,",",",",O
,the,DT,O
,company,NN,O
,concluded,VBD,O
,that,IN,O
,having,VBG,O
,an,DT,O
,up-to-date,JJ,O
,AV,NNP,O
,product,NN,O
,will,MD,O
,only,RB,O
,protect,VB,O
,against,IN,O
,Zbot,NNP,B-MAL
,23,CD,O
,percent,NN,O
,of,IN,O
,the,DT,O
,time,NN,O
,.,.,O
Sentence: 3695,AV,NN,O
,providers,NNS,O
,likely,RB,O
,are,VBP,O
,having,VBG,O
,a,DT,O
,tough,JJ,O
,time,NN,O
,protecting,VBG,O
,users,NNS,O
,because,IN,O
,the,DT,O
,trojan,NN,O
,has,VBZ,O
,sophisticated,VBN,O
,morphing,NN,O
,and,CC,O
,rootkit,NN,O
,mechanisms,NNS,O
,that,WDT,O
,allow,VBP,O
,it,PRP,O
,to,TO,O
,penetrate,VB,O
,deep,JJ,O
,into,IN,O
,operating,VBG,O
,systems,NNS,O
,.,.,O
Sentence: 3696,Also,RB,O
,",",",",O
,it,PRP,O
,protects,VBZ,O
,itself,PRP,O
,from,IN,O
,detection,NN,O
,and,CC,O
,removal,NN,O
,",",",",O
,Boodaei,NNP,O
,said,VBD,O
,.,.,O
Sentence: 3697,Zbot,NNP,B-MAL
,",",",",O
,also,RB,O
,commonly,RB,O
,known,VBN,O
,as,IN,O
,Zeus,NNP,B-MAL
,",",",",O
,has,VBZ,O
,been,VBN,O
,circulating,VBG,O
,since,IN,O
,at,IN,O
,least,JJS,O
,2006,CD,O
,",",",",O
,was,VBD,O
,most,RBS,O
,recently,RB,O
,propagated,VBN,O
,through,IN,O
,spam,NN,I-DVEC
,messages,NNS,O
,claiming,VBG,O
,to,TO,O
,be,VB,O
,a,DT,O
,critical,JJ,B-DVEC
,update,NN,I-DVEC
,for,IN,O
,Microsoft,NNP,O
,Outlook,NNP,O
,.,.,O
Sentence: 3698,The,DT,O
,information-stealing,JJ,B-CAP
,trojan,NN,O
,aims,NNS,O
,to,TO,O
,capture,VB,O
,infected,JJ,O
,users,NNS,O
,',POS,O
,banking,NN,O
,login,NN,O
,credentials,NNS,O
,and,CC,O
,send,VB,O
,them,PRP,O
,back,RB,O
,to,TO,O
,the,DT,O
,malware,NN,O
,writers,NNS,O
,.,.,O
, ,NN,O
Sentence: 3699,No,DT,O
,single,JJ,O
,AV,NNP,O
,engine,NN,O
,was,VBD,O
,any,DT,O
,better,JJR,O
,than,IN,O
,another,DT,O
,at,IN,O
,protecting,VBG,O
,users,NNS,O
,from,IN,O
,the,DT,O
,trojan,NN,O
,",",",",O
,Boodaei,NNP,O
,said,VBD,O
,.,.,O
Sentence: 3700,,IN,O
,All,PDT,O
,the,DT,O
,AV,NNP,O
,vendors,NNS,O
,have,VBP,O
,difficulties,NNS,O
,in,IN,O
,detecting,NN,O
,and,CC,O
,removing,VBG,O
,Zeus,NNP,B-MAL
,",",",",O
Sentence: 3701,he,PRP,O
,said,VBD,O
